subject,activity,feat_domain,feat_acceleration,feat_instru,feat_jerk,feat_magnitude,feat_var,feat_axis,count,average
17,WALKING,Time,Body,Accelerometer,NA,NA,Mean,Z,61,-0.109792122
17,WALKING,Time,Body,Accelerometer,NA,NA,StD,X,61,-0.319500173
17,WALKING,Time,Body,Accelerometer,NA,NA,StD,Y,61,-0.017579789
17,WALKING,Time,Body,Accelerometer,NA,NA,StD,Z,61,-0.265824489
17,WALKING,Time,Body,Accelerometer,NA,Magnitude,Mean,NA,61,-0.151151488
17,WALKING,Time,Body,Accelerometer,NA,Magnitude,StD,NA,61,-0.461837867
17,WALKING,Time,Body,Accelerometer,Jerk,NA,Mean,X,61,0.077318858
17,WALKING,Time,Body,Accelerometer,Jerk,NA,Mean,Y,61,0.013009855
17,WALKING,Time,Body,Accelerometer,Jerk,NA,Mean,Z,61,0.024375333
17,WALKING,Time,Body,Accelerometer,Jerk,NA,StD,X,61,-0.355492635
17,WALKING,Time,Body,Accelerometer,Jerk,NA,StD,Y,61,-0.093538503
17,WALKING,Time,Body,Accelerometer,Jerk,NA,StD,Z,61,-0.534303312
17,WALKING,Time,Body,Accelerometer,Jerk,Magnitude,Mean,NA,61,-0.301093269
17,WALKING,Time,Body,Accelerometer,Jerk,Magnitude,StD,NA,61,-0.275672786
17,WALKING,Time,Gravity,Accelerometer,NA,NA,Mean,X,61,0.928112369
17,WALKING,Time,Gravity,Accelerometer,NA,NA,Mean,Y,61,-0.179927383
17,WALKING,Time,Gravity,Accelerometer,NA,NA,Mean,Z,61,-0.19026595
17,WALKING,Time,Gravity,Accelerometer,NA,NA,StD,X,61,-0.980983352
17,WALKING,Time,Gravity,Accelerometer,NA,NA,StD,Y,61,-0.968613203
17,WALKING,Time,Gravity,Accelerometer,NA,NA,StD,Z,61,-0.956903248
17,WALKING,Time,Gravity,Accelerometer,NA,Magnitude,Mean,NA,61,-0.151151488
17,WALKING,Time,Gravity,Accelerometer,NA,Magnitude,StD,NA,61,-0.461837867
17,WALKING,Freq,NA,Gyroscope,NA,NA,Mean,X,61,-0.407716709
17,WALKING,Freq,NA,Gyroscope,NA,NA,Mean,Y,61,-0.490166287
17,WALKING,Freq,NA,Gyroscope,NA,NA,Mean,Z,61,-0.398809218
17,WALKING,Freq,NA,Gyroscope,NA,NA,StD,X,61,-0.504849291
17,WALKING,Freq,NA,Gyroscope,NA,NA,StD,Y,61,-0.439238788
17,WALKING,Freq,NA,Gyroscope,NA,NA,StD,Z,61,-0.4387687
17,WALKING,Freq,NA,Gyroscope,NA,Magnitude,Mean,NA,61,-0.518618059
17,WALKING,Freq,NA,Gyroscope,NA,Magnitude,StD,NA,61,-0.615320078
17,WALKING,Freq,NA,Gyroscope,Jerk,Magnitude,Mean,NA,61,-0.58271186
17,WALKING,Freq,NA,Gyroscope,Jerk,Magnitude,StD,NA,61,-0.520385479
17,WALKING,Freq,Body,Accelerometer,NA,NA,Mean,X,61,-0.360991675
17,WALKING,Freq,Body,Accelerometer,NA,NA,Mean,Y,61,-0.065026762
17,WALKING,Freq,Body,Accelerometer,NA,NA,Mean,Z,61,-0.382832802
17,WALKING,Freq,Body,Accelerometer,NA,NA,StD,X,61,-0.304806274
17,WALKING,Freq,Body,Accelerometer,NA,NA,StD,Y,61,-0.055613793
17,WALKING,Freq,Body,Accelerometer,NA,NA,StD,Z,61,-0.262391595
17,WALKING,Freq,Body,Accelerometer,NA,Magnitude,Mean,NA,61,-0.429380043
17,WALKING,Freq,Body,Accelerometer,NA,Magnitude,StD,NA,61,-0.565162508
17,WALKING,Freq,Body,Accelerometer,Jerk,NA,Mean,X,61,-0.423446095
17,WALKING,Freq,Body,Accelerometer,Jerk,NA,Mean,Y,61,-0.194232722
17,WALKING,Freq,Body,Accelerometer,Jerk,NA,Mean,Z,61,-0.523427056
17,WALKING,Freq,Body,Accelerometer,Jerk,NA,StD,X,61,-0.343866129
17,WALKING,Freq,Body,Accelerometer,Jerk,NA,StD,Y,61,-0.047037938
17,WALKING,Freq,Body,Accelerometer,Jerk,NA,StD,Z,61,-0.543872996
17,WALKING,Freq,Body,Accelerometer,Jerk,Magnitude,Mean,NA,61,-0.335938892
17,WALKING,Freq,Body,Accelerometer,Jerk,Magnitude,StD,NA,61,-0.21123186
17,WALKING_DOWNSTAIRS,Time,NA,Gyroscope,NA,NA,Mean,X,46,0.067772839
17,WALKING_DOWNSTAIRS,Time,NA,Gyroscope,NA,NA,Mean,Y,46,-0.123517196
17,WALKING_DOWNSTAIRS,Time,NA,Gyroscope,NA,NA,Mean,Z,46,0.016287875
17,WALKING_DOWNSTAIRS,Time,NA,Gyroscope,NA,NA,StD,X,46,-0.370436869
17,WALKING_DOWNSTAIRS,Time,NA,Gyroscope,NA,NA,StD,Y,46,-0.45928199
17,WALKING_DOWNSTAIRS,Time,NA,Gyroscope,NA,NA,StD,Z,46,-0.468462984
17,WALKING_DOWNSTAIRS,Time,NA,Gyroscope,NA,Magnitude,Mean,NA,46,-0.232641763
17,WALKING_DOWNSTAIRS,Time,NA,Gyroscope,NA,Magnitude,StD,NA,46,-0.352687281
17,WALKING_DOWNSTAIRS,Time,NA,Gyroscope,Jerk,NA,Mean,X,46,-0.107770029
17,WALKING_DOWNSTAIRS,Time,NA,Gyroscope,Jerk,NA,Mean,Y,46,-0.038170237
17,WALKING_DOWNSTAIRS,Time,NA,Gyroscope,Jerk,NA,Mean,Z,46,-0.058251885
17,WALKING_DOWNSTAIRS,Time,NA,Gyroscope,Jerk,NA,StD,X,46,-0.526801825
17,WALKING_DOWNSTAIRS,Time,NA,Gyroscope,Jerk,NA,StD,Y,46,-0.572144734
17,WALKING_DOWNSTAIRS,Time,NA,Gyroscope,Jerk,NA,StD,Z,46,-0.542770647
17,WALKING_DOWNSTAIRS,Time,NA,Gyroscope,Jerk,Magnitude,Mean,NA,46,-0.540325788
17,WALKING_DOWNSTAIRS,Time,NA,Gyroscope,Jerk,Magnitude,StD,NA,46,-0.592319491
17,WALKING_DOWNSTAIRS,Time,Body,Accelerometer,NA,NA,Mean,X,46,0.293918283
17,WALKING_DOWNSTAIRS,Time,Body,Accelerometer,NA,NA,Mean,Y,46,-0.01673594
17,WALKING_DOWNSTAIRS,Time,Body,Accelerometer,NA,NA,Mean,Z,46,-0.089243275
17,WALKING_DOWNSTAIRS,Time,Body,Accelerometer,NA,NA,StD,X,46,0.18771976
17,WALKING_DOWNSTAIRS,Time,Body,Accelerometer,NA,NA,StD,Y,46,-0.060789204
17,WALKING_DOWNSTAIRS,Time,Body,Accelerometer,NA,NA,StD,Z,46,-0.231064157
17,WALKING_DOWNSTAIRS,Time,Body,Accelerometer,NA,Magnitude,Mean,NA,46,0.148951104
17,WALKING_DOWNSTAIRS,Time,Body,Accelerometer,NA,Magnitude,StD,NA,46,0.091407676
17,WALKING_DOWNSTAIRS,Time,Body,Accelerometer,Jerk,NA,Mean,X,46,0.118250858
17,WALKING_DOWNSTAIRS,Time,Body,Accelerometer,Jerk,NA,Mean,Y,46,-0.011382618
17,WALKING_DOWNSTAIRS,Time,Body,Accelerometer,Jerk,NA,Mean,Z,46,-0.009398381
17,WALKING_DOWNSTAIRS,Time,Body,Accelerometer,Jerk,NA,StD,X,46,-0.103436471
17,WALKING_DOWNSTAIRS,Time,Body,Accelerometer,Jerk,NA,StD,Y,46,-0.304063534
17,WALKING_DOWNSTAIRS,Time,Body,Accelerometer,Jerk,NA,StD,Z,46,-0.536331571
17,WALKING_DOWNSTAIRS,Time,Body,Accelerometer,Jerk,Magnitude,Mean,NA,46,-0.221631694
17,WALKING_DOWNSTAIRS,Time,Body,Accelerometer,Jerk,Magnitude,StD,NA,46,-0.206576684
17,WALKING_DOWNSTAIRS,Time,Gravity,Accelerometer,NA,NA,Mean,X,46,0.928817578
17,WALKING_DOWNSTAIRS,Time,Gravity,Accelerometer,NA,NA,Mean,Y,46,-0.151077058
17,WALKING_DOWNSTAIRS,Time,Gravity,Accelerometer,NA,NA,Mean,Z,46,-0.160962986
17,WALKING_DOWNSTAIRS,Time,Gravity,Accelerometer,NA,NA,StD,X,46,-0.950026242
17,WALKING_DOWNSTAIRS,Time,Gravity,Accelerometer,NA,NA,StD,Y,46,-0.946576676
17,WALKING_DOWNSTAIRS,Time,Gravity,Accelerometer,NA,NA,StD,Z,46,-0.901097767
17,WALKING_DOWNSTAIRS,Time,Gravity,Accelerometer,NA,Magnitude,Mean,NA,46,0.148951104
17,WALKING_DOWNSTAIRS,Time,Gravity,Accelerometer,NA,Magnitude,StD,NA,46,0.091407676
17,WALKING_DOWNSTAIRS,Freq,NA,Gyroscope,NA,NA,Mean,X,46,-0.316412963
17,WALKING_DOWNSTAIRS,Freq,NA,Gyroscope,NA,NA,Mean,Y,46,-0.451126869
17,WALKING_DOWNSTAIRS,Freq,NA,Gyroscope,NA,NA,Mean,Z,46,-0.403380386
17,WALKING_DOWNSTAIRS,Freq,NA,Gyroscope,NA,NA,StD,X,46,-0.393194732
17,WALKING_DOWNSTAIRS,Freq,NA,Gyroscope,NA,NA,StD,Y,46,-0.469390428
17,WALKING_DOWNSTAIRS,Freq,NA,Gyroscope,NA,NA,StD,Z,46,-0.54094952
17,WALKING_DOWNSTAIRS,Freq,NA,Gyroscope,NA,Magnitude,Mean,NA,46,-0.409438758
17,WALKING_DOWNSTAIRS,Freq,NA,Gyroscope,NA,Magnitude,StD,NA,46,-0.428868688
17,WALKING_DOWNSTAIRS,Freq,NA,Gyroscope,Jerk,Magnitude,Mean,NA,46,-0.57734888
17,WALKING_DOWNSTAIRS,Freq,NA,Gyroscope,Jerk,Magnitude,StD,NA,46,-0.643399204
17,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,NA,NA,Mean,X,46,-0.022623917
17,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,NA,NA,Mean,Y,46,-0.130272515
17,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,NA,NA,Mean,Z,46,-0.318081861
17,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,NA,NA,StD,X,46,0.258941676
17,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,NA,NA,StD,Y,46,-0.086052736
17,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,NA,NA,StD,Z,46,-0.245413542
17,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,NA,Magnitude,Mean,NA,46,0.058068052
17,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,NA,Magnitude,StD,NA,46,-0.061887677
17,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,Jerk,NA,Mean,X,46,-0.215092049
17,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,Jerk,NA,Mean,Y,46,-0.351268404
17,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,Jerk,NA,Mean,Z,46,-0.498668458
17,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,Jerk,NA,StD,X,46,-0.071876703
17,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,Jerk,NA,StD,Y,46,-0.298931145
17,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,Jerk,NA,StD,Z,46,-0.573043711
17,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,Jerk,Magnitude,Mean,NA,46,-0.1886804
17,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,Jerk,Magnitude,StD,NA,46,-0.236538516
17,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,NA,Mean,X,48,-0.030425057
17,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,NA,Mean,Y,48,-0.054845594
17,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,NA,Mean,Z,48,0.056093136
17,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,NA,StD,X,48,-0.496562733
17,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,NA,StD,Y,48,-0.493044125
17,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,NA,StD,Z,48,-0.234402351
17,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,Magnitude,Mean,NA,48,-0.235191249
17,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,Magnitude,StD,NA,48,-0.44083726
17,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,NA,Mean,X,48,-0.142655398
17,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,NA,Mean,Y,48,-0.041449633
17,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,NA,Mean,Z,48,-0.022348209
17,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,NA,StD,X,48,-0.606044344
17,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,NA,StD,Y,48,-0.676722848
17,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,NA,StD,Z,48,-0.610586202
17,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,Magnitude,Mean,NA,48,-0.637367491
17,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,Magnitude,StD,NA,48,-0.682311629
17,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,NA,Mean,X,48,0.252604769
17,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,NA,Mean,Y,48,-0.022864561
17,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,NA,Mean,Z,48,-0.121290442
17,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,NA,StD,X,48,-0.062952754
17,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,NA,StD,Y,48,-0.013172101
17,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,NA,StD,Z,48,-0.230220954
17,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,Magnitude,Mean,NA,48,-0.012806228
17,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,Magnitude,StD,NA,48,-0.10287773
17,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,NA,Mean,X,48,0.076804417
17,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,NA,Mean,Y,48,0.030835651
17,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,NA,Mean,Z,48,0.007595338
17,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,NA,StD,X,48,-0.292665827
17,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,NA,StD,Y,48,-0.349791873
17,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,NA,StD,Z,48,-0.657430836
17,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,Magnitude,Mean,NA,48,-0.357233898
17,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,Magnitude,StD,NA,48,-0.39091245
17,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,NA,Mean,X,48,0.853530566
17,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,NA,Mean,Y,48,-0.284153753
17,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,NA,Mean,Z,48,-0.298171464
17,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,NA,StD,X,48,-0.949460372
17,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,NA,StD,Y,48,-0.915973466
17,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,NA,StD,Z,48,-0.930159844
17,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,Magnitude,Mean,NA,48,-0.012806228
17,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,Magnitude,StD,NA,48,-0.10287773
17,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,NA,Mean,X,48,-0.416223018
17,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,NA,Mean,Y,48,-0.521435415
17,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,NA,Mean,Z,48,-0.324273713
17,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,NA,StD,X,48,-0.524468392
17,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,NA,StD,Y,48,-0.48115412
17,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,NA,StD,Z,48,-0.27789147
17,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,Magnitude,Mean,NA,48,-0.504066957
17,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,Magnitude,StD,NA,48,-0.49644458
17,WALKING_UPSTAIRS,Freq,NA,Gyroscope,Jerk,Magnitude,Mean,NA,48,-0.669008764
17,WALKING_UPSTAIRS,Freq,NA,Gyroscope,Jerk,Magnitude,StD,NA,48,-0.724155743
17,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,NA,Mean,X,48,-0.139752221
17,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,NA,Mean,Y,48,-0.117519736
17,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,NA,Mean,Z,48,-0.399923495
17,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,NA,StD,X,48,-0.035538117
17,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,NA,StD,Y,48,-0.025278174
17,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,NA,StD,Z,48,-0.204815711
17,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,Magnitude,Mean,NA,48,-0.150305643
17,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,Magnitude,StD,NA,48,-0.217393171
17,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,NA,Mean,X,48,-0.360272226
17,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,NA,Mean,Y,48,-0.377051929
17,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,NA,Mean,Z,48,-0.633017708
17,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,NA,StD,X,48,-0.287219038
17,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,NA,StD,Y,48,-0.365114264
17,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,NA,StD,Z,48,-0.680325771
17,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,Magnitude,Mean,NA,48,-0.360299853
17,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,Magnitude,StD,NA,48,-0.437383108
18,LAYING,Time,NA,Gyroscope,NA,NA,Mean,X,65,-0.025176181
18,LAYING,Time,NA,Gyroscope,NA,NA,Mean,Y,65,-0.083758731
18,LAYING,Time,NA,Gyroscope,NA,NA,Mean,Z,65,0.093778195
18,LAYING,Time,NA,Gyroscope,NA,NA,StD,X,65,-0.992872598
18,LAYING,Time,NA,Gyroscope,NA,NA,StD,Y,65,-0.984202873
18,LAYING,Time,NA,Gyroscope,NA,NA,StD,Z,65,-0.985108386
18,LAYING,Time,NA,Gyroscope,NA,Magnitude,Mean,NA,65,-0.980740847
18,LAYING,Time,NA,Gyroscope,NA,Magnitude,StD,NA,65,-0.980560878
18,LAYING,Time,NA,Gyroscope,Jerk,NA,Mean,X,65,-0.099715424
18,LAYING,Time,NA,Gyroscope,Jerk,NA,Mean,Y,65,-0.039344019
18,LAYING,Time,NA,Gyroscope,Jerk,NA,Mean,Z,65,-0.059313599
18,LAYING,Time,NA,Gyroscope,Jerk,NA,StD,X,65,-0.996104441
18,LAYING,Time,NA,Gyroscope,Jerk,NA,StD,Y,65,-0.990547639
18,LAYING,Time,NA,Gyroscope,Jerk,NA,StD,Z,65,-0.992548102
18,LAYING,Time,NA,Gyroscope,Jerk,Magnitude,Mean,NA,65,-0.993095123
18,LAYING,Time,NA,Gyroscope,Jerk,Magnitude,StD,NA,65,-0.992153054
18,LAYING,Time,Body,Accelerometer,NA,NA,Mean,X,65,0.274691577
18,LAYING,Time,Body,Accelerometer,NA,NA,Mean,Y,65,-0.017393768
18,LAYING,Time,Body,Accelerometer,NA,NA,Mean,Z,65,-0.107698928
18,LAYING,Time,Body,Accelerometer,NA,NA,StD,X,65,-0.984527649
18,LAYING,Time,Body,Accelerometer,NA,NA,StD,Y,65,-0.986160921
18,LAYING,Time,Body,Accelerometer,NA,NA,StD,Z,65,-0.987658662
18,LAYING,Time,Body,Accelerometer,NA,Magnitude,Mean,NA,65,-0.986456242
18,LAYING,Time,Body,Accelerometer,NA,Magnitude,StD,NA,65,-0.986464543
18,LAYING,Time,Body,Accelerometer,Jerk,NA,Mean,X,65,0.074998501
18,LAYING,Time,Body,Accelerometer,Jerk,NA,Mean,Y,65,0.011701896
18,LAYING,Time,Body,Accelerometer,Jerk,NA,Mean,Z,65,-0.001213448
18,LAYING,Time,Body,Accelerometer,Jerk,NA,StD,X,65,-0.985921071
18,LAYING,Time,Body,Accelerometer,Jerk,NA,StD,Y,65,-0.985554339
18,LAYING,Time,Body,Accelerometer,Jerk,NA,StD,Z,65,-0.990660246
18,LAYING,Time,Body,Accelerometer,Jerk,Magnitude,Mean,NA,65,-0.98832154
18,LAYING,Time,Body,Accelerometer,Jerk,Magnitude,StD,NA,65,-0.989526278
18,LAYING,Time,Gravity,Accelerometer,NA,NA,Mean,X,65,-0.220600509
18,LAYING,Time,Gravity,Accelerometer,NA,NA,Mean,Y,65,0.719755404
18,LAYING,Time,Gravity,Accelerometer,NA,NA,Mean,Z,65,0.605495318
18,LAYING,Time,Gravity,Accelerometer,NA,NA,StD,X,65,-0.982715988
18,LAYING,Time,Gravity,Accelerometer,NA,NA,StD,Y,65,-0.994093523
18,LAYING,Time,Gravity,Accelerometer,NA,NA,StD,Z,65,-0.99095725
18,LAYING,Time,Gravity,Accelerometer,NA,Magnitude,Mean,NA,65,-0.986456242
18,LAYING,Time,Gravity,Accelerometer,NA,Magnitude,StD,NA,65,-0.986464543
18,LAYING,Freq,NA,Gyroscope,NA,NA,Mean,X,65,-0.992436928
18,LAYING,Freq,NA,Gyroscope,NA,NA,Mean,Y,65,-0.985611171
18,LAYING,Freq,NA,Gyroscope,NA,NA,Mean,Z,65,-0.984999292
18,LAYING,Freq,NA,Gyroscope,NA,NA,StD,X,65,-0.993019372
18,LAYING,Freq,NA,Gyroscope,NA,NA,StD,Y,65,-0.983457775
18,LAYING,Freq,NA,Gyroscope,NA,NA,StD,Z,65,-0.986483048
18,LAYING,Freq,NA,Gyroscope,NA,Magnitude,Mean,NA,65,-0.984329092
18,LAYING,Freq,NA,Gyroscope,NA,Magnitude,StD,NA,65,-0.981468842
18,LAYING,Freq,NA,Gyroscope,Jerk,Magnitude,Mean,NA,65,-0.991901008
18,LAYING,Freq,NA,Gyroscope,Jerk,Magnitude,StD,NA,65,-0.992737962
18,LAYING,Freq,Body,Accelerometer,NA,NA,Mean,X,65,-0.985179972
18,LAYING,Freq,Body,Accelerometer,NA,NA,Mean,Y,65,-0.984909885
18,LAYING,Freq,Body,Accelerometer,NA,NA,Mean,Z,65,-0.988606906
18,LAYING,Freq,Body,Accelerometer,NA,NA,StD,X,65,-0.984321858
18,LAYING,Freq,Body,Accelerometer,NA,NA,StD,Y,65,-0.986746451
18,LAYING,Freq,Body,Accelerometer,NA,NA,StD,Z,65,-0.987224804
18,LAYING,Freq,Body,Accelerometer,NA,Magnitude,Mean,NA,65,-0.986788412
18,LAYING,Freq,Body,Accelerometer,NA,Magnitude,StD,NA,65,-0.987648484
18,LAYING,Freq,Body,Accelerometer,Jerk,NA,Mean,X,65,-0.986404709
18,LAYING,Freq,Body,Accelerometer,Jerk,NA,Mean,Y,65,-0.985865325
18,LAYING,Freq,Body,Accelerometer,Jerk,NA,Mean,Z,65,-0.989116866
18,LAYING,Freq,Body,Accelerometer,Jerk,NA,StD,X,65,-0.986641246
18,LAYING,Freq,Body,Accelerometer,Jerk,NA,StD,Y,65,-0.986210701
18,LAYING,Freq,Body,Accelerometer,Jerk,NA,StD,Z,65,-0.990744753
18,LAYING,Freq,Body,Accelerometer,Jerk,Magnitude,Mean,NA,65,-0.988548418
18,LAYING,Freq,Body,Accelerometer,Jerk,Magnitude,StD,NA,65,-0.989710657
18,SITTING,Time,NA,Gyroscope,NA,NA,Mean,X,57,-0.033305703
18,SITTING,Time,NA,Gyroscope,NA,NA,Mean,Y,57,-0.068579634
18,SITTING,Time,NA,Gyroscope,NA,NA,Mean,Z,57,0.084814051
18,SITTING,Time,NA,Gyroscope,NA,NA,StD,X,57,-0.991956959
18,SITTING,Time,NA,Gyroscope,NA,NA,StD,Y,57,-0.986753344
18,SITTING,Time,NA,Gyroscope,NA,NA,StD,Z,57,-0.981525495
18,SITTING,Time,NA,Gyroscope,NA,Magnitude,Mean,NA,57,-0.977634992
18,SITTING,Time,NA,Gyroscope,NA,Magnitude,StD,NA,57,-0.981372676
18,SITTING,Time,NA,Gyroscope,Jerk,NA,Mean,X,57,-0.095472323
18,SITTING,Time,NA,Gyroscope,Jerk,NA,Mean,Y,57,-0.039712559
18,SITTING,Time,NA,Gyroscope,Jerk,NA,Mean,Z,57,-0.05230304
18,SITTING,Time,NA,Gyroscope,Jerk,NA,StD,X,57,-0.994170191
18,SITTING,Time,NA,Gyroscope,Jerk,NA,StD,Y,57,-0.994224162
18,SITTING,Time,NA,Gyroscope,Jerk,NA,StD,Z,57,-0.992814325
18,SITTING,Time,NA,Gyroscope,Jerk,Magnitude,Mean,NA,57,-0.99487344
18,SITTING,Time,NA,Gyroscope,Jerk,Magnitude,StD,NA,57,-0.994868914
18,SITTING,Time,Body,Accelerometer,NA,NA,Mean,X,57,0.277270019
18,SITTING,Time,Body,Accelerometer,NA,NA,Mean,Y,57,-0.012869128
18,SITTING,Time,Body,Accelerometer,NA,NA,Mean,Z,57,-0.111904776
18,SITTING,Time,Body,Accelerometer,NA,NA,StD,X,57,-0.994347989
18,SITTING,Time,Body,Accelerometer,NA,NA,StD,Y,57,-0.974928131
18,SITTING,Time,Body,Accelerometer,NA,NA,StD,Z,57,-0.977572717
18,SITTING,Time,Body,Accelerometer,NA,Magnitude,Mean,NA,57,-0.983674152
18,SITTING,Time,Body,Accelerometer,NA,Magnitude,StD,NA,57,-0.981595286
18,SITTING,Time,Body,Accelerometer,Jerk,NA,Mean,X,57,0.076622889
18,SITTING,Time,Body,Accelerometer,Jerk,NA,Mean,Y,57,0.006945603
18,SITTING,Time,Body,Accelerometer,Jerk,NA,Mean,Z,57,0.00278757
18,SITTING,Time,Body,Accelerometer,Jerk,NA,StD,X,57,-0.991624662
18,SITTING,Time,Body,Accelerometer,Jerk,NA,StD,Y,57,-0.984002717
18,SITTING,Time,Body,Accelerometer,Jerk,NA,StD,Z,57,-0.990153122
18,SITTING,Time,Body,Accelerometer,Jerk,Magnitude,Mean,NA,57,-0.989869575
18,SITTING,Time,Body,Accelerometer,Jerk,Magnitude,StD,NA,57,-0.991159351
18,SITTING,Time,Gravity,Accelerometer,NA,NA,Mean,X,57,0.909816469
18,SITTING,Time,Gravity,Accelerometer,NA,NA,Mean,Y,57,0.129886476
18,SITTING,Time,Gravity,Accelerometer,NA,NA,Mean,Z,57,0.161877418
18,SITTING,Time,Gravity,Accelerometer,NA,NA,StD,X,57,-0.994043771
18,SITTING,Time,Gravity,Accelerometer,NA,NA,StD,Y,57,-0.984035479
18,SITTING,Time,Gravity,Accelerometer,NA,NA,StD,Z,57,-0.978340183
18,SITTING,Time,Gravity,Accelerometer,NA,Magnitude,Mean,NA,57,-0.983674152
18,SITTING,Time,Gravity,Accelerometer,NA,Magnitude,StD,NA,57,-0.981595286
18,SITTING,Freq,NA,Gyroscope,NA,NA,Mean,X,57,-0.9899615
18,SITTING,Freq,NA,Gyroscope,NA,NA,Mean,Y,57,-0.988702701
18,SITTING,Freq,NA,Gyroscope,NA,NA,Mean,Z,57,-0.983027386
18,SITTING,Freq,NA,Gyroscope,NA,NA,StD,X,57,-0.992575399
18,SITTING,Freq,NA,Gyroscope,NA,NA,StD,Y,57,-0.985710088
